gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,in_kzt,in_tx,out_deg,out_kzt,out_tx,pagerank,pass_through,truncated_by_depth,inflow_gap,seed_reach,seed_in_deg,in_days,out_days,matched_2d_kzt,matched_2d_share,early_in_share,amount_score,degree_score,tx_score,seed_score,role_weight,priority_base
100000000288317100,peripheral,0.200000000,1,0.229600380,Гип. peripheral; d=3; контр. в/из=2/3; KZT в/из=100000/53500; tx=2/3; роль не определена; баланс неизвестен,3,False,2,100000.000000000,2,3,53500.000000000,3,0.000311104,0.535000000,False,False,1,0,2,3,0.000000000,0.000000000,0.500000000,0.746384037,0.352582869,0.388236767,0.200000000,0.000000000,0.382667300
100000000291906100,transit,0.521932000,48,0.414072508,Гип. transit; d=2; контр. в/из=2/2; KZT в/из=388000/455854; tx=3/6; out/in=1.175; 1–2д=2%; баланс неизвестен,2,False,2,388000.000000000,3,2,455854.000000000,6,0.000757952,1.174881443,False,False,1,0,2,6,8000.000000000,0.020618557,1.000000000,0.844730853,0.279415313,0.498921986,0.200000000,0.650000000,0.544140616
100000000291908100,terminal,0.486464000,48,0.344482120,Гип. terminal; d=3; контр. в/из=1/1; KZT в/из=295500/13300; tx=5/1; out/in=0.045; до24.07=86%; остаток неизвестен; гипотеза в окне,3,False,1,295500.000000000,5,1,13300.000000000,1,0.000701668,0.045008460,False,False,1,0,5,1,0.000000000,0.000000000,0.864636210,0.816626867,0.176291434,0.421637992,0.200000000,0.450000000,0.463492046
100000000297649100,peripheral,0.200000000,11,0.250475847,Гип. peripheral; d=2; контр. в/из=1/1; KZT в/из=40000/70600; tx=1/2; роль не определена; выход>1.2 входа: пропуски/начальный остаток,2,False,1,40000.000000000,1,1,70600.000000000,2,0.000802395,1.765000000,False,True,4,0,1,2,0.000000000,0.000000000,1.000000000,0.723814375,0.176291434,0.300380966,0.800000000,0.000000000,0.417459744
100000000299820100,peripheral,0.150000000,4,0.153479470,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=10000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,10000.000000000,1,0,0.000000000,0,0.000447548,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.597113194,0.176291434,0.150190483,0.200000000,0.000000000,0.266920818
100000000307908100,peripheral,0.200000000,41,0.152065041,Гип. peripheral; d=2; контр. в/из=1/0; KZT в/из=5000/0; tx=1/0; роль не определена; баланс неизвестен,2,False,1,5000.000000000,1,0,0.000000000,0,0.000295513,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.552182918,0.176291434,0.150190483,0.200000000,0.000000000,0.253441735
100000000331309100,coordinator,0.600000000,6,0.776000000,Гип. coordinator; d=2; контр. в/из=5/99; KZT в/из=984635/23001375; tx=8/126; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток,2,False,5,984635.000000000,8,99,23001375.000000000,126,0.000869742,23.360306103,False,True,4,0,4,29,984635.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.800000000,1.000000000,0.970000000
100000000332284100,consolidator,0.600000000,6,0.573341613,Гип. consolidator; d=2; контр. в/из=10/3; KZT в/из=107426/289500; tx=12/3; seed-вход=0; выход>1.2 входа: пропуски/начальный остаток,2,False,10,107426.000000000,12,3,289500.000000000,3,0.000712720,2.694878335,False,True,3,0,9,2,11500.000000000,0.107050435,0.411446019,0.815296978,0.609868162,0.600761933,0.600000000,0.850000000,0.716677016
100000000343175100,coordinator,0.600000000,12,0.734218349,Гип. coordinator; d=0; контр. в/из=8/31; KZT в/из=178712/4000039; tx=14/33; seed-пути=4; seed: вход неполон; баланс неизвестен,0,True,8,178712.000000000,14,31,4000039.000000000,33,0.000709762,,False,True,4,1,11,12,130212.000000000,0.728613635,1.000000000,0.985534231,0.881457172,0.838808217,0.800000000,1.000000000,0.917772936
100000000369781100,peripheral,0.150000000,6,0.180228998,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=5000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,5000.000000000,1,0,0.000000000,0,0.000529321,,True,False,3,0,1,0,0.000000000,0.000000000,1.000000000,0.552182918,0.176291434,0.150190483,0.600000000,0.000000000,0.313441735
100000000375150100,peripheral,0.150000000,13,0.191514597,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=300000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,300000.000000000,1,0,0.000000000,0,0.000740800,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.817606681,0.176291434,0.150190483,0.200000000,0.000000000,0.333068864
100000000404740100,peripheral,0.150000000,25,0.163725845,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=25000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,25000.000000000,1,0,0.000000000,0,0.000554596,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.656512467,0.176291434,0.150190483,0.200000000,0.000000000,0.284740599
100000000408846100,peripheral,0.200000000,26,0.176473808,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=40500/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,40500.000000000,1,0,0.000000000,0,0.000294103,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.687787180,0.176291434,0.150190483,0.200000000,0.000000000,0.294123013
100000000413678100,peripheral,0.200000000,4,0.309451967,Гип. peripheral; d=3; контр. в/из=2/3; KZT в/из=306500/528198; tx=2/18; роль не определена; выход>1.2 входа: пропуски/начальный остаток,3,False,2,306500.000000000,2,3,528198.000000000,18,0.000299057,1.723321370,False,True,3,0,1,15,71999.000000000,0.234907015,1.000000000,0.854280210,0.352582869,0.659684276,0.600000000,0.000000000,0.515753278
100000000424935100,peripheral,0.150000000,28,0.158013487,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=15000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,15000.000000000,1,0,0.000000000,0,0.000299774,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.623397351,0.176291434,0.150190483,0.200000000,0.000000000,0.274806065
100000000425407100,peripheral,0.200000000,3,0.168240523,Гип. peripheral; d=2; контр. в/из=1/0; KZT в/из=20000/0; tx=1/0; роль не определена; баланс неизвестен,2,False,1,20000.000000000,1,0,0.000000000,0,0.000303433,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.642046710,0.176291434,0.150190483,0.200000000,0.000000000,0.280400872
100000000437046100,coordinator,0.600000000,1,0.767189064,Гип. coordinator; d=2; контр. в/из=9/42; KZT в/из=1107200/7606224; tx=20/73; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток,2,False,9,1107200.000000000,20,42,7606224.000000000,73,0.000787536,6.869783237,False,True,4,0,12,19,957200.000000000,0.864523121,0.682080925,1.000000000,0.956603997,0.984436867,0.800000000,1.000000000,0.958986329
100000000440392100,terminal,0.490000000,5,0.344608901,Гип. terminal; d=1; контр. в/из=1/0; KZT в/из=105705/0; tx=4/0; out/in=0.000; до24.07=100%; остаток неизвестен; гипотеза в окне,1,False,1,105705.000000000,4,0,0.000000000,0,0.000295328,0.000000000,False,False,2,1,4,0,0.000000000,0.000000000,1.000000000,0.749980903,0.176291434,0.348731503,0.400000000,0.450000000,0.462562283
100000000456947100,peripheral,0.050000000,70,0.000000000,Гип. peripheral; d=0; контр. в/из=0/0; KZT в/из=0/0; tx=0/0; роль не определена; нет рёбер; роль неизвестна; вход seed неполон,0,True,0,0.000000000,0,0,0.000000000,0,0.000284037,,False,False,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
100000000470237100,peripheral,0.150000000,28,0.166659809,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=32500/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,32500.000000000,1,0,0.000000000,0,0.000584077,,True,False,1,0,1,0,0.000000000,0.000000000,0.000000000,0.673520954,0.176291434,0.150190483,0.200000000,0.000000000,0.289843145
100000000481716100,peripheral,0.200000000,8,0.157548829,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=8000/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,8000.000000000,1,0,0.000000000,0,0.000374967,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.582648410,0.176291434,0.150190483,0.200000000,0.000000000,0.262581382
100000000489417100,peripheral,0.200000000,13,0.241440983,Гип. peripheral; d=2; контр. в/из=3/1; KZT в/из=73504/80000; tx=3/1; роль не определена; баланс неизвестен,2,False,3,73504.000000000,3,1,80000.000000000,1,0.000548475,1.088376143,False,False,2,0,2,1,0.000000000,0.000000000,1.000000000,0.731917795,0.352582869,0.348731503,0.400000000,0.000000000,0.402401638
100000000490383100,peripheral,0.200000000,5,0.323271086,Гип. peripheral; d=2; контр. в/из=3/8; KZT в/из=62600/461375; tx=3/9; роль не определена; выход>1.2 входа: пропуски/начальный остаток,2,False,3,62600.000000000,3,8,461375.000000000,9,0.000544770,7.370207668,False,True,3,0,3,7,0.000000000,0.000000000,1.000000000,0.845511313,0.558830625,0.555770829,0.600000000,0.000000000,0.538785143
100000000500040100,peripheral,0.150000000,1,0.178480502,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=20000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,20000.000000000,1,0,0.000000000,0,0.000304384,,True,False,2,0,1,0,0.000000000,0.000000000,0.000000000,0.642046710,0.176291434,0.150190483,0.400000000,0.000000000,0.310400872
100000000507799100,peripheral,0.200000000,37,0.183455851,Гип. peripheral; d=1; контр. в/из=1/1; KZT в/из=5132/8000; tx=1/1; роль не определена; выход>1.2 входа: пропуски/начальный остаток,1,False,1,5132.000000000,1,1,8000.000000000,1,0.000284585,1.558846454,False,True,2,1,1,1,0.000000000,0.000000000,1.000000000,0.582648410,0.176291434,0.238046284,0.400000000,0.000000000,0.305759752
100000000533217100,peripheral,0.200000000,1,0.179741224,Гип. peripheral; d=2; контр. в/из=1/0; KZT в/из=53587/0; tx=1/0; роль не определена; баланс неизвестен,2,False,1,53587.000000000,1,0,0.000000000,0,0.000648452,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.705939493,0.176291434,0.150190483,0.200000000,0.000000000,0.299568707
100000000534581100,peripheral,0.200000000,4,0.242138867,Гип. peripheral; d=3; контр. в/из=2/1; KZT в/из=55960/40000; tx=2/1; роль не определена; баланс неизвестен,3,False,2,55960.000000000,2,1,40000.000000000,1,0.000296821,0.714796283,False,False,3,0,2,1,0.000000000,0.000000000,0.160614725,0.708748569,0.279415313,0.300380966,0.600000000,0.000000000,0.403564778
100000000542087100,peripheral,0.150000000,35,0.186171275,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=8506.91/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,8506.910000000,1,0,0.000000000,0,0.000284877,,True,False,3,0,1,0,0.000000000,0.000000000,1.000000000,0.586630905,0.176291434,0.150190483,0.600000000,0.000000000,0.323776131
100000000552584100,terminal,0.480000000,23,0.387824372,Гип. terminal; d=3; контр. в/из=1/1; KZT в/из=2500000/57500; tx=3/1; out/in=0.023; до24.07=100%; остаток неизвестен; гипотеза в окне,3,False,1,2500000.000000000,3,1,57500.000000000,1,0.001395816,0.023000000,False,False,2,0,2,1,0.000000000,0.000000000,1.000000000,0.955063255,0.176291434,0.348731503,0.400000000,0.450000000,0.524086989
100000000555721100,terminal,0.480000000,1,0.353151982,Гип. terminal; d=1; контр. в/из=2/0; KZT в/из=113000/0; tx=3/0; out/in=0.000; до24.07=100%; остаток неизвестен; гипотеза в окне,1,False,2,113000.000000000,3,0,0.000000000,0,0.000306382,0.000000000,False,False,2,1,2,0,0.000000000,0.000000000,1.000000000,0.754307336,0.279415313,0.300380966,0.400000000,0.450000000,0.477232408
100000000557536100,peripheral,0.150000000,35,0.244392356,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=153000/0; tx=7/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,153000.000000000,7,0,0.000000000,0,0.000299141,,True,False,3,0,6,0,0.000000000,0.000000000,1.000000000,0.773953936,0.176291434,0.450571450,0.600000000,0.000000000,0.425030185
100000000560751100,peripheral,0.200000000,13,0.188844360,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=25000/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,25000.000000000,1,0,0.000000000,0,0.000549128,0.000000000,False,False,2,0,1,0,0.000000000,0.000000000,1.000000000,0.656512467,0.176291434,0.150190483,0.400000000,0.000000000,0.314740599
100000000561160100,peripheral,0.150000000,3,0.206269151,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=240000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,240000.000000000,1,0,0.000000000,0,0.000433670,,True,False,2,0,1,0,0.000000000,0.000000000,0.000000000,0.803140330,0.176291434,0.150190483,0.400000000,0.000000000,0.358728958
100000000569479100,peripheral,0.200000000,1,0.200594442,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=320000/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,320000.000000000,1,0,0.000000000,0,0.000392672,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,0.000000000,0.821790702,0.176291434,0.150190483,0.200000000,0.000000000,0.334324070
100000000572276100,peripheral,0.200000000,2,0.182525663,Гип. peripheral; d=3; контр. в/из=1/1; KZT в/из=13075/34547; tx=1/1; роль не определена; выход>1.2 входа: пропуски/начальный остаток,3,False,1,13075.000000000,1,1,34547.000000000,1,0.000286063,2.642217973,False,True,1,0,1,1,0.000000000,0.000000000,1.000000000,0.677480695,0.176291434,0.238046284,0.200000000,0.000000000,0.304209438
100000000580561100,peripheral,0.200000000,42,0.263417996,Гип. peripheral; d=0; контр. в/из=2/3; KZT в/из=27980/1488077; tx=3/13; роль не определена; seed: вход неполон; баланс неизвестен,0,True,2,27980.000000000,3,3,1488077.000000000,13,0.000828964,,False,True,0,0,3,11,23680.000000000,0.846318799,1.000000000,0.921429057,0.352582869,0.613898019,0.000000000,0.000000000,0.439029994
100000000581662100,peripheral,0.150000000,14,0.161860983,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=21160/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,21160.000000000,1,0,0.000000000,0,0.000301269,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.645701672,0.176291434,0.150190483,0.200000000,0.000000000,0.281497361
100000000581682100,peripheral,0.150000000,28,0.145728998,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=5000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,5000.000000000,1,0,0.000000000,0,0.000289283,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.552182918,0.176291434,0.150190483,0.200000000,0.000000000,0.253441735
100000000583220100,peripheral,0.200000000,66,0.250131847,Гип. peripheral; d=3; контр. в/из=1/1; KZT в/из=5000/761255; tx=1/4; роль не определена; выход>1.2 входа: пропуски/начальный остаток,3,False,1,5000.000000000,1,1,761255.000000000,4,0.000296490,152.251000000,False,True,2,0,1,4,5000.000000000,1.000000000,0.000000000,0.877975368,0.176291434,0.388236767,0.400000000,0.000000000,0.416886412
100000000594783100,terminal,0.538615000,23,0.443729284,Гип. terminal; d=3; контр. в/из=1/2; KZT в/из=2635000/152500; tx=10/2; out/in=0.058; до24.07=89%; остаток неизвестен; гипотеза в окне,3,False,1,2635000.000000000,10,2,152500.000000000,2,0.001455852,0.057874763,False,False,2,0,7,2,60000.000000000,0.022770398,0.886148008,0.958472824,0.279415313,0.555770829,0.400000000,0.450000000,0.576790534
100000000596954100,peripheral,0.200000000,3,0.269040816,Гип. peripheral; d=2; контр. в/из=1/2; KZT в/из=120000/48100; tx=1/2; роль не определена; баланс неизвестен,2,False,1,120000.000000000,1,2,48100.000000000,2,0.000512506,0.400833333,False,False,4,0,1,1,48100.000000000,0.400833333,1.000000000,0.758203843,0.279415313,0.300380966,0.800000000,0.000000000,0.448401360
100000000600707100,peripheral,0.150000000,36,0.185503048,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=89000/0; tx=2/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,89000.000000000,2,0,0.000000000,0,0.000566529,,True,False,1,0,2,0,0.000000000,0.000000000,0.438202247,0.738829226,0.176291434,0.238046284,0.200000000,0.000000000,0.322613997
100000000607731100,peripheral,0.200000000,29,0.190196669,Гип. peripheral; d=1; контр. в/из=1/1; KZT в/из=20000/66666; tx=1/1; роль не определена; выход>1.2 входа: пропуски/начальный остаток,1,False,1,20000.000000000,1,1,66666.000000000,1,0.000315727,3.333300000,False,True,1,1,1,1,0.000000000,0.000000000,1.000000000,0.720097395,0.176291434,0.238046284,0.200000000,0.000000000,0.316994448
100000000607941100,peripheral,0.200000000,5,0.258268260,Гип. peripheral; d=2; контр. в/из=2/1; KZT в/из=50000/70000; tx=3/4; роль не определена; выход>1.2 входа: пропуски/начальный остаток,2,False,2,50000.000000000,3,1,70000.000000000,4,0.000574373,1.400000000,False,True,3,0,2,4,10000.000000000,0.200000000,0.400000000,0.723261065,0.279415313,0.450571450,0.600000000,0.000000000,0.430447100
100000000608031100,peripheral,0.150000000,17,0.165764705,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=30000/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,30000.000000000,1,0,0.000000000,0,0.000535430,,True,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.668331948,0.176291434,0.150190483,0.200000000,0.000000000,0.288286444
100000000611474100,peripheral,0.200000000,22,0.173724968,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=32000/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,32000.000000000,1,0,0.000000000,0,0.000591952,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,0.000000000,0.672515848,0.176291434,0.150190483,0.200000000,0.000000000,0.289541614
100000000625169100,peripheral,0.200000000,2,0.160152491,Гип. peripheral; d=2; контр. в/из=1/0; KZT в/из=10000/0; tx=1/0; роль не определена; баланс неизвестен,2,False,1,10000.000000000,1,0,0.000000000,0,0.000287408,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,0.000000000,0.597113194,0.176291434,0.150190483,0.200000000,0.000000000,0.266920818
100000000627521100,peripheral,0.150000000,38,0.183162549,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=6500/0; tx=1/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,6500.000000000,1,0,0.000000000,0,0.000284563,,True,False,3,0,1,0,0.000000000,0.000000000,1.000000000,0.569189012,0.176291434,0.150190483,0.600000000,0.000000000,0.318543563
100000000629812100,peripheral,0.200000000,55,0.261634571,Гип. peripheral; d=2; контр. в/из=2/0; KZT в/из=22000/0; tx=2/0; роль не определена; баланс неизвестен,2,False,2,22000.000000000,2,0,0.000000000,0,0.000296362,0.000000000,False,False,6,0,2,0,0.000000000,0.000000000,0.454545455,0.648225378,0.279415313,0.238046284,1.000000000,0.000000000,0.436057619
100000000634341100,peripheral,0.150000000,1,0.170846906,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=24000/0; tx=2/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,24000.000000000,2,0,0.000000000,0,0.000551576,,True,False,1,0,2,0,0.000000000,0.000000000,1.000000000,0.653866083,0.176291434,0.238046284,0.200000000,0.000000000,0.297125055
100000000640800100,peripheral,0.200000000,4,0.261217727,Гип. peripheral; d=3; контр. в/из=1/4; KZT в/из=80000/518135; tx=1/6; роль не определена; выход>1.2 входа: пропуски/начальный остаток,3,False,1,80000.000000000,1,4,518135.000000000,6,0.000301572,6.476687500,False,True,1,0,1,5,0.000000000,0.000000000,1.000000000,0.853033181,0.409336034,0.450571450,0.200000000,0.000000000,0.435362879
100000000646541100,peripheral,0.200000000,1,0.246007217,Гип. peripheral; d=2; контр. в/из=3/0; KZT в/из=25300/0; tx=4/0; роль не определена; баланс неизвестен,2,False,3,25300.000000000,4,0,0.000000000,0,0.000502843,0.000000000,False,False,3,0,4,0,0.000000000,0.000000000,0.197628458,0.657285766,0.352582869,0.348731503,0.600000000,0.000000000,0.410012029
100000000655469100,peripheral,0.150000000,21,0.186058064,Гип. peripheral; d=4; контр. в/из=1/0; KZT в/из=20000/0; tx=2/0; роль не определена; обрыв d=4; дальнейший выход неизвестен,4,False,1,20000.000000000,2,0,0.000000000,0,0.000343470,,True,False,2,0,2,0,0.000000000,0.000000000,1.000000000,0.642046710,0.176291434,0.238046284,0.400000000,0.000000000,0.323579243
100000000656682100,peripheral,0.200000000,1,0.232660876,Гип. peripheral; d=3; контр. в/из=1/2; KZT в/из=71000/80000; tx=1/3; роль не определена; баланс неизвестен,3,False,1,71000.000000000,1,2,80000.000000000,3,0.000288008,1.126760563,False,False,2,0,1,3,0.000000000,0.000000000,1.000000000,0.731917795,0.279415313,0.348731503,0.400000000,0.000000000,0.387768126
100000000661131100,peripheral,0.200000000,2,0.165341291,Гип. peripheral; d=3; контр. в/из=1/0; KZT в/из=15600/0; tx=1/0; роль не определена; баланс неизвестен,3,False,1,15600.000000000,1,0,0.000000000,0,0.000286454,0.000000000,False,False,1,0,1,0,0.000000000,0.000000000,1.000000000,0.625939865,0.176291434,0.150190483,0.200000000,0.000000000,0.275568819
100000000661912100,transit,0.597330000,4,0.501081722,Гип. transit; d=1; контр. в/из=5/2; KZT в/из=393036/430700; tx=9/8; out/in=1.096; 1–2д=13%; баланс неизвестен,1,False,5,393036.000000000,9,2,430700.000000000,8,0.001793142,1.095828372,False,False,2,1,8,7,50311.000000000,0.128006086,0.923671114,0.841051058,0.455706747,0.626283051,0.400000000,0.650000000,0.627399124
100000000667713100,peripheral,0.200000000,5,0.306182469,Гип. peripheral; d=1; контр. в/из=2/6; KZT в/из=119495/79236; tx=10/7; роль не определена; баланс неизвестен,1,False,2,119495.000000000,10,6,79236.000000000,7,0.000318342,0.663090506,False,False,3,1,7,6,24700.000000000,0.206703209,1.000000000,0.757930443,0.494912626,0.626283051,0.600000000,0.000000000,0.510304116
100000000673868100,peripheral,0.200000000,30,0.304941391,Гип. peripheral; d=3; контр. в/из=1/5; KZT в/из=2030650/383000; tx=5/19; роль не определена; баланс неизвестен,3,False,1,2030650.000000000,5,5,383000.000000000,19,0.001162491,0.188609559,False,False,1,0,5,10,262000.000000000,0.129022727,1.000000000,0.941582841,0.455706747,0.697463005,0.200000000,0.000000000,0.508235652
